section_id,subpart_id,part_id,section_number,section_title,section_text,source_document
DFARS-S232.7002,DFARS-SP232.70,DFARS-P232,232.7002,Policy.,,KB 2/USA/DFARS.pdf
DFARS-S232.7003,DFARS-SP232.70,DFARS-P232,232.7003,Procedures.,,KB 2/USA/DFARS.pdf
DFARS-S232.7004,DFARS-SP232.70,DFARS-P232,232.7004,Contract clauses.,,KB 2/USA/DFARS.pdf
DFARS-S232.7100,DFARS-SP232.71,DFARS-P232,232.7100,Scope of subpart.,"This subpart prescribes policies and procedures concerning the effect of levies pursuant to 26 U.S.C. 6331(h) on contract payments. The Internal Revenue Service (IRS) is authorized to levy up to 100 percent of all payments made under a DoD contract, up to the amount of the tax debt.",KB 2/USA/DFARS.pdf
DFARS-S232.7101,DFARS-SP232.71,DFARS-P232,232.7101,Policy and procedures.,,KB 2/USA/DFARS.pdf
DFARS-S232.7102,DFARS-SP232.71,DFARS-P232,232.7102,Contract clause.,"Use the clause at 252.232-7010 , Levies on Contract Payments, in all solicitations and contracts, including solicitations and contracts using FAR part 12 procedures for the acquisition of commercial item products and commercial services.",KB 2/USA/DFARS.pdf
DFARS-S233.102,DFARS-SP233.1,DFARS-P233,233.102,General.,"If the Government exercises the authority provided in 239.7305 (d) to limit disclosure of information, no action undertaken by the Government under such authority shall be subject to review in a bid protest before the Government Accountability Office (GAO) or in any Federal court (see subpart 239.73).",KB 2/USA/DFARS.pdf
DFARS-S233.104,DFARS-SP233.1,DFARS-P233,233.104,Protests to GAO.,,KB 2/USA/DFARS.pdf
DFARS-S233.170,DFARS-SP233.1,DFARS-P233,233.170,Briefing requirement for protested acquisitions valued at $1 billion or more.,Follow the procedures at PGI 233.170 for briefing protested acquisitions valued at $1 billion or more.,KB 2/USA/DFARS.pdf
DFARS-S233.171,DFARS-SP233.1,DFARS-P233,233.171,Reporting requirement for protests of solicitations or awards.,Follow the procedures at PGI 233.171 for reporting information on protests involving the same contract award or proposed award that have been filed at both the GAO and the United States Court of Federal Claims.,KB 2/USA/DFARS.pdf
DFARS-S233.204,DFARS-SP233.2,DFARS-P233,233.204,RESERVED,,KB 2/USA/DFARS.pdf
DFARS-S233.204-70,DFARS-SP233.2,DFARS-P233,233.204-70,Limitations on payment.,"See 10 U.S.C. 3862 for limitations on Congressionally directed payment of a claim under 41 U.S.C. chapter 71 (Contract Disputes), a request for equitable adjustment to contract terms, or a request for relief under Public Law 85-804.",KB 2/USA/DFARS.pdf
DFARS-S233.210,DFARS-SP233.2,DFARS-P233,233.210,Contracting officer's authority.,See PGI 233.210 for guidance on reviewing a contractor’s claim.,KB 2/USA/DFARS.pdf
DFARS-S233.215,DFARS-SP233.2,DFARS-P233,233.215,Contract clauses.,"Use Alternate I of the clause at FAR 52.233-1, Disputes, when—",KB 2/USA/DFARS.pdf
DFARS-S233.215-70,DFARS-SP233.2,DFARS-P233,233.215-70,Additional contract clause.,"Use the clause at 252.233-7001 , Choice of Law (Overseas), in solicitations and contracts when contract performance will be outside the United States and its outlying areas, unless otherwise provided for in a government-to-government agreement. 234.004",KB 2/USA/DFARS.pdf
DFARS-S234.001,,DFARS-P234,234.001,Reserved.,,KB 2/USA/DFARS.pdf
DFARS-S234.001-70,,DFARS-P234,234.001-70,Definitions.,"As used in this part— “Acceptable earned value management system” means an earned value management system that generally complies with system criteria in paragraph (b) of 252.234-7002, Earned Value Management System. “Earned value management system” means an earned value management system that complies with the earned value management system guidelines in the ANSI/EIA-748. “Production of major defense acquisition program” means the production and deployment of a major system that is intended to achieve an operational capability that satisfies mission needs, or an activity otherwise defined as Milestone C under Department of Defense Instruction 5000.02 or related authorities.",KB 2/USA/DFARS.pdf
DFARS-S234.003,,DFARS-P234,234.003,Responsibilities.,"DoDD 5000.01, The Defense Acquisition System, and DoDI 5000.02, Operation of the Adaptive Acquisition Framework, contain the DoD implementation of OMB Circular A-109 and OMB Circular A-11.",KB 2/USA/DFARS.pdf
DFARS-S234.004,,DFARS-P234,234.004,Acquisition strategy.,,KB 2/USA/DFARS.pdf
DFARS-S234.005,,DFARS-P234,234.005,General requirements.,,KB 2/USA/DFARS.pdf
DFARS-S234.005-1,,DFARS-P234,234.005-1,Competition.,"A contract that is initially awarded from the competitive selection of a proposal resulting from a broad agency announcement ( see 235.016) may contain a contract line item or contract option using funds not limited to those identified in 235.016 for the development and demonstration or initial production of technology developed under the contract, or the delivery of initial or additional items if the item or a prototype thereof is created as the result of work performed under the contract , only when it adheres to the following limitations:",KB 2/USA/DFARS.pdf
DFARS-S234.005-2,,DFARS-P234,234.005-2,Mission-oriented solicitation.,See 215.101-2 -70(b)(2) for the prohibition on the use of the lowest price technically acceptable source selection process for engineering and manufacturing development of a major defense acquisition program for which budgetary authority is requested beginning in fiscal year 2019.,KB 2/USA/DFARS.pdf
DFARS-S234.201,DFARS-SP234.2,DFARS-P234,234.201,Policy.,,KB 2/USA/DFARS.pdf
DFARS-S234.203,DFARS-SP234.2,DFARS-P234,234.203,Solicitation provisions and contract clause.,"For cost or incentive contracts valued at $20,000,000 or more, and for other contracts for which EVMS will be applied in accordance with 234.201 (1)(iii) and (iv)—",KB 2/USA/DFARS.pdf
DFARS-S234.7000,DFARS-SP234.70,DFARS-P234,234.7000,Scope of subpart.,This subpart—,KB 2/USA/DFARS.pdf
DFARS-S234.7001,DFARS-SP234.70,DFARS-P234,234.7001,Definition.,As used in this subpart— Major weapon system means a weapon system acquired pursuant to a major defense acquisition program.,KB 2/USA/DFARS.pdf
DFARS-S234.7002,DFARS-SP234.70,DFARS-P234,234.7002,Policy.,,KB 2/USA/DFARS.pdf
DFARS-S234.7100,DFARS-SP234.71,DFARS-P234,234.7100,Policy.,,KB 2/USA/DFARS.pdf
DFARS-S234.7101,DFARS-SP234.71,DFARS-P234,234.7101,Solicitation provision and contract clause.,,KB 2/USA/DFARS.pdf
DFARS-S235.001,,DFARS-P235,235.001,Definitions.,"“Research and development” means those efforts described by the Research, Development, Test, and Evaluation (RDT&E) budget activity definitions found in the DoD Financial Management Regulation (DoD 7000.14-R), Volume 2B, Chapter 5.",KB 2/USA/DFARS.pdf
DFARS-S235.006,,DFARS-P235,235.006,Contracting methods and contract type.,,KB 2/USA/DFARS.pdf
DFARS-S235.006-70,,DFARS-P235,235.006-70,Manufacturing Technology Program.,"In accordance with 10 U.S.C. 4841(d) and 4872, for acquisitions under the Manufacturing Technology Program—",KB 2/USA/DFARS.pdf
DFARS-S235.006-71,,DFARS-P235,235.006-71,Competition.,,KB 2/USA/DFARS.pdf
DFARS-S235.008,,DFARS-P235,235.008,Evaluation for award.,See 209.570 for limitations on the award of contracts to contractors acting as lead system integrators. -1 235.010 DEFENSE FEDERAL ACQUISITION REGULATION,KB 2/USA/DFARS.pdf
DFARS-S235.010,,DFARS-P235,235.010,Scientific and technical reports.,,KB 2/USA/DFARS.pdf
DFARS-S235.015,,DFARS-P235,235.015,RESERVED,,KB 2/USA/DFARS.pdf
DFARS-S235.015-70,,DFARS-P235,235.015-70,Special use allowances for research facilities acquired by educational institutions.,,KB 2/USA/DFARS.pdf
DFARS-S235.016,,DFARS-P235,235.016,Broad agency announcement.,,KB 2/USA/DFARS.pdf
DFARS-S235.017,,DFARS-P235,235.017,Federally Funded Research and Development Centers.,,KB 2/USA/DFARS.pdf
DFARS-S235.017-1,,DFARS-P235,235.017-1,Sponsoring agreements.,,KB 2/USA/DFARS.pdf
DFARS-S235.070,,DFARS-P235,235.070,Indemnification against unusually hazardous risks.,,KB 2/USA/DFARS.pdf
DFARS-S235.070-1,,DFARS-P235,235.070-1,Indemnification under research and development contracts.,,KB 2/USA/DFARS.pdf
DFARS-S235.070-2,,DFARS-P235,235.070-2,Indemnification under contracts involving both research and development and other work.,These contracts may provide for indemnification under the authority of both 10 U.S.C. 3861 and Pub. L. 85-804. Pub. L. 85-804 will apply only to work to which 10 U.S.C. 3861 does not apply. Actions under Pub. L. 85-804 must also comply with FAR 50.104-3.,KB 2/USA/DFARS.pdf
DFARS-S235.070-3,,DFARS-P235,235.070-3,Contract clauses.,"When the contractor is to be indemnified in accordance with 235.070-1 , use either—",KB 2/USA/DFARS.pdf
DFARS-S235.071,,DFARS-P235,235.071,Export-controlled items.,"For requirements regarding access to export-controlled items, see 225.7901 .",KB 2/USA/DFARS.pdf
DFARS-S235.072,,DFARS-P235,235.072,Additional contract clauses.,,KB 2/USA/DFARS.pdf
DFARS-S236.102,DFARS-SP236.1,DFARS-P236,236.102,Definitions.,“Construction activity” means an activity at any organizational level of the DoD that—,KB 2/USA/DFARS.pdf
DFARS-S236.203,DFARS-SP236.2,DFARS-P236,236.203,Government estimate of construction costs.,Follow the procedures at PGI 236.203 for handling the Government estimate of construction costs.,KB 2/USA/DFARS.pdf
DFARS-S236.204,DFARS-SP236.2,DFARS-P236,236.204,Disclosure of the magnitude of construction projects.,Additional price ranges are—,KB 2/USA/DFARS.pdf
DFARS-S236.206,DFARS-SP236.2,DFARS-P236,236.206,Liquidated damages.,See 211.503 for instructions on use of liquidated damages.,KB 2/USA/DFARS.pdf
DFARS-S236.211,DFARS-SP236.2,DFARS-P236,236.211,Distribution of advance notices and solicitations.,See PGI 236.211 Special situations. for instructions on reporting data for definitization of requests for equitable adjustment.,KB 2/USA/DFARS.pdf
DFARS-S236.213,DFARS-SP236.2,DFARS-P236,236.213,Special procedures for sealed bidding in construction contracting.,"If it appears that sufficient funds may not be available for all the desired construction features, consider using a bid schedule with additive or deductive items in accordance with PGI 236.213 .",KB 2/USA/DFARS.pdf
DFARS-S236.215,DFARS-SP236.2,DFARS-P236,236.215,Special procedures for cost-reimbursement contracts for construction.,"For contracts in connection with a military construction project or military family housing project, see the prohibition at 216.301-3 .",KB 2/USA/DFARS.pdf
DFARS-S236.270,DFARS-SP236.2,DFARS-P236,236.270,Expediting construction contracts.,,KB 2/USA/DFARS.pdf
DFARS-S236.271,DFARS-SP236.2,DFARS-P236,236.271,Cost-plus-fixed-fee contracts.,Annual military construction appropriations acts restrict the use of cost-plus-fixed-fee contracts (see 216.306 (c)). See also 216.301-3 regarding the prohibition against the use of certain cost-reimbursement contracts in connection with a military construction project or military family housing project.,KB 2/USA/DFARS.pdf
DFARS-S236.272,DFARS-SP236.2,DFARS-P236,236.272,Prequalification of sources.,,KB 2/USA/DFARS.pdf
DFARS-S236.273,DFARS-SP236.2,DFARS-P236,236.273,Construction in foreign countries.,,KB 2/USA/DFARS.pdf
DFARS-S236.274,DFARS-SP236.2,DFARS-P236,236.274,Restriction on acquisition of steel for use in military construction projects.,"In accordance with section 108 of the Military Construction and Veterans Affairs Appropriations Act, 2009 (Pub. L. 110-329, Division E) and the same provision in subsequent military construction appropriations acts, do not acquire, or allow a contractor to acquire, steel for any construction project or activity for which American steel producers, fabricators, or manufacturers have been denied the opportunity to compete for such acquisition of steel.",KB 2/USA/DFARS.pdf
DFARS-S236.275,DFARS-SP236.2,DFARS-P236,236.275,Construction of industrial resources.,See Subpart 237.75 for policy relating to facilities projects.,KB 2/USA/DFARS.pdf
DFARS-S236.303,DFARS-SP236.3,DFARS-P236,236.303,RESERVED,,KB 2/USA/DFARS.pdf
DFARS-S236.303-1,DFARS-SP236.3,DFARS-P236,236.303-1,Phase One.,,KB 2/USA/DFARS.pdf
DFARS-S236.570,DFARS-SP236.5,DFARS-P236,236.570,Additional provisions and clauses.,,KB 2/USA/DFARS.pdf
DFARS-S236.601,DFARS-SP236.6,DFARS-P236,236.601,Policy.,,KB 2/USA/DFARS.pdf
DFARS-S236.602,DFARS-SP236.6,DFARS-P236,236.602,Selection of firms for architect-engineer contracts.,,KB 2/USA/DFARS.pdf
DFARS-S236.602-1,DFARS-SP236.6,DFARS-P236,236.602-1,Selection criteria.,,KB 2/USA/DFARS.pdf
DFARS-S236.602-70,DFARS-SP236.6,DFARS-P236,236.602-70,Restriction on award of overseas architect-engineer contracts to foreign firms.,"In accordance with section 111 of the Military Construction and Veterans Affairs and Related Agencies Appropriations Act, 2015 (Division I of Pub. L. 113-235) and the same provision in subsequent military construction appropriations acts, architect-engineer contracts funded by military construction appropriations that are estimated to exceed $500,000 and are to be performed in Japan, in any North Atlantic Treaty Organization member country, or in countries bordering the Arabian Gulf (i.e., Iran, Oman, United Arab Emirates, Saudi Arabia, Qatar, Bahrain, Kuwait, and Iraq), shall be awarded only to United States firms or to joint ventures of United States and host nation firms.",KB 2/USA/DFARS.pdf
DFARS-S236.604,DFARS-SP236.6,DFARS-P236,236.604,Performance evaluation.,"Prepare a separate performance evaluation after actual construction of the project. Ordinarily, the evaluating official should be the person most familiar with the architect-engineer contractor’s performance.",KB 2/USA/DFARS.pdf
DFARS-S236.606,DFARS-SP236.6,DFARS-P236,236.606,Negotiations.,,KB 2/USA/DFARS.pdf
DFARS-S236.606-70,DFARS-SP236.6,DFARS-P236,236.606-70,Statutory fee limitation.,,KB 2/USA/DFARS.pdf
DFARS-S236.609,DFARS-SP236.6,DFARS-P236,236.609,Contract clauses.,,KB 2/USA/DFARS.pdf
DFARS-S236.609-70,DFARS-SP236.6,DFARS-P236,236.609-70,Additional provision.,"Use the provision at 252.236-7011 , Overseas Architect-Engineer Services—Restriction to United States Firms, in solicitations for architect-engineer contracts that are—",KB 2/USA/DFARS.pdf
DFARS-S236.701,DFARS-SP236.7,DFARS-P236,236.701,"Standard and optional forms for use in contracting for construction or dismantling, demolition, or removal of",improvements.,KB 2/USA/DFARS.pdf
DFARS-S237.101,DFARS-SP237.1,DFARS-P237,237.101,Definitions.,"As used in this subpart— “Increased performance of security-guard functions,”",KB 2/USA/DFARS.pdf
DFARS-S237.102,DFARS-SP237.1,DFARS-P237,237.102,Policy.,,KB 2/USA/DFARS.pdf
DFARS-S237.102-70,DFARS-SP237.1,DFARS-P237,237.102-70,Prohibition on contracting for firefighting or security-guard functions.,,KB 2/USA/DFARS.pdf
DFARS-S237.102-71,DFARS-SP237.1,DFARS-P237,237.102-71,Limitation on service contracts for military flight simulators.,,KB 2/USA/DFARS.pdf
DFARS-S237.102-72,DFARS-SP237.1,DFARS-P237,237.102-72,Contracts for management services.,"In accordance with Section 802 of the National Defense Authorization Act for Fiscal Year 2008 (Pub. L. 110-181), DoD may award a contract for the acquisition of services the primary purpose of which is to perform acquisition support functions with respect to the development or production of a major system, only if—",KB 2/USA/DFARS.pdf
DFARS-S237.102-73,DFARS-SP237.1,DFARS-P237,237.102-73,Prohibition on contracts for services of senior mentors.,DoD is prohibited from entering into contracts for the services of senior mentors. See PGI 237.102-73 for references to DoD policy and implementation guidance.,KB 2/USA/DFARS.pdf
DFARS-S237.102-74,DFARS-SP237.1,DFARS-P237,237.102-74,"Taxonomy for the acquisition of services, and supplies and equipment.",See PGI 237.102-74 for further guidance on the taxonomy for the acquisition of services and the acquisition of supplies and equipment.,KB 2/USA/DFARS.pdf
DFARS-S237.102-75,DFARS-SP237.1,DFARS-P237,237.102-75,Defense Acquisition Guidebook.,"See PGI 237.102-75 for information on the Defense Acquisition Guidebook, Chapter 10, Acquisition of Services.",KB 2/USA/DFARS.pdf
