control_id,control_name,control_text,domain_identifier,pptdf_scope,control_question,relative_weighting,nist_csf_function,is_new_control,is_mcr,is_dsr,control_type
AAT-16.8,AI & Autonomous Technologies Event Logging,"Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) system event logging capabilities at a minimum provide:
(1) Start date, start time, end date and end time for each use;
(2) Database(s) against which input data has been checked by the system;
(3) Input data for which the search has led to a match; and
(4) Identification of individual(s) involved in the verification of the results.",AAT,Process,"Does the organization ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) system event logging capabilities at a minimum provide:
(1) Start date, start time, end date and end time for each use;
(2) Database(s) against which input data has been checked by the system;
(3) Input data for which the search has led to a match; and
(4) Identification of individual(s) involved in the verification of the results?",7,Protect,Yes,No,No,SCF
AAT-16.9,Serious Incident Reporting For AI & Autonomous Technologies,"Mechanisms exist to report any serious incident involving operational Artificial Intelligence (AI) and Autonomous Technologies (AAT) to relevant authorities as to when and where the serious incident occurred, in accordance with mandated reporting timelines.",AAT,Process,"Does the organization report any serious incident involving operational Artificial Intelligence (AI) and Autonomous Technologies (AAT) to relevant authorities as to when and where the serious incident occurred, in accordance with mandated reporting timelines?",5,Protect,Yes,No,No,SCF
AAT-17,AI & Autonomous Technologies Harm Prevention,"Mechanisms exist to proactively prevent harm by regularly identifying and tracking existing, unanticipated and emergent Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks.",AAT,Process,"Does the organization proactively prevent harm by regularly identifying and tracking existing, unanticipated and emergent Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks?",10,Protect,No,No,No,SCF
AAT-17.1,AI & Autonomous Technologies Human Subject Protections,Mechanisms exist to protect human subjects from harm.,AAT,Process,Does the organization protect human subjects from harm?,10,Protect,No,No,No,SCF
AAT-17.2,AI & Autonomous Technologies Environmental Impact & Sustainability,Mechanisms exist to assess and document the environmental impacts and sustainability of Artificial Intelligence (AI) and Autonomous Technologies (AAT).,AAT,Process,Does the organization assess and document the environmental impacts and sustainability of Artificial Intelligence (AI) and Autonomous Technologies (AAT)?,9,Govern,No,No,No,SCF
AAT-17.3,Previously Unknown AI & Autonomous Technologies Threats & Risks,Mechanisms exist to respond to and recover from a previously unknown Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risk when it is identified.,AAT,Technology,Does the organization respond to and recover from a previously unknown Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risk when it is identified?,9,Govern,No,No,No,SCF
AAT-17.4,Novel Risk Assessment Methods & Technologies,"Mechanisms exist to utilize novel methods and technologies for the measurement of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks to evaluate, if applicable:
(1) Content provenance;
(2) O?ensive cyber capabilities; 
(3) Chemical, Biological, Radiological or Nuclear (CBRN) weapons; and/or 
(4) Other dangerous materials or agents.",AAT,Process,"Does the organization utilize novel methods and technologies for the measurement of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks to evaluate, if applicable:
(1) Content provenance;
(2) O?ensive cyber capabilities; 
(3) Chemical, Biological, Radiological or Nuclear (CBRN) weapons; and/or 
(4) Other dangerous materials or agents?",7,Protect,Yes,No,No,SCF
AAT-17.5,Fine Tuning Risk Mitigation,Mechanisms exist to ensure actions to fine-tune Artificial Intelligence (AI) and Autonomous Technologies (AAT) do not compromise existing safety and/or security controls.,AAT,Process,Does the organization ensure actions to fine-tune Artificial Intelligence (AI) and Autonomous Technologies (AAT) do not compromise existing safety and/or security controls?,9,Protect,Yes,No,No,SCF
AAT-18,AI & Autonomous Technologies Risk Tracking Approaches,Mechanisms exist to track Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks are difficult to assess using currently available measurement techniques or where metrics are not yet available.,AAT,Process,Does the organization track Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks are difficult to assess using currently available measurement techniques or where metrics are not yet available?,9,Govern,No,No,No,SCF
AAT-18.1,AI & Autonomous Technologies Risk Response,"Mechanisms exist to prioritize, respond to and remediate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks based on assessments and other analytical output.",AAT,Process,"Does the organization prioritize, respond to and remediate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks based on assessments and other analytical output?",10,Govern,No,No,No,SCF
AAT-19,AI & Autonomous Technologies Conformity,"Mechanisms exist to ensure deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT) conform to applicable statutory and regulatory requirements, based on:
(1) Defined use cases;
(2) Geographic markets; and
(3) Use of Intellectual Property (IP).",AAT,Process,"Does the organization ensure deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT) conform to applicable statutory and regulatory requirements, based on:
(1) Defined use cases;
(2) Geographic markets; and
(3) Use of Intellectual Property (IP)?",9,Protect,Yes,No,No,SCF
AAT-19.1,Manipulative or Deceptive Techniques,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that utilize manipulative or deceptive techniques (including biased data) to impair an individual's ability to make a reasonably informed decision.",AAT,Process,"Does the organization prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that utilize manipulative or deceptive techniques (including biased data) to impair an individual's ability to make a reasonably informed decision?",9,Protect,Yes,No,No,SCF
AAT-19.2,Materially Distorting Behaviors,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that exploit a human subject to materially affect a targeted behavior due to their:
(1) Age;
(2) Disability; or 
(3) Specific social or economic situation.",AAT,Process,"Does the organization prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that exploit a human subject to materially affect a targeted behavior due to their:
(1) Age;
(2) Disability; or 
(3) Specific social or economic situation?",9,Protect,Yes,No,No,SCF
AAT-19.3,Social Scoring,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that: 
(1) Evaluate human subjects over a certain period of time based on their social behavior or known, inferred or predicted personal or personality characteristics; and
(2) Assign a ""social score"" branding or equivalent classification.",AAT,Process,"Does the organization prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that: 
(1) Evaluate human subjects over a certain period of time based on their social behavior or known, inferred or predicted personal or personality characteristics; and
(2) Assign a ""social score"" branding or equivalent classification?",9,Protect,Yes,No,No,SCF
AAT-19.4,Detrimental or Unfavorable Treatment,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that lead to the detrimental or unfavorable treatment of certain data subjects, or groups of data subjects, in social contexts that is:
(1) Are unrelated to the contexts in which the data was originally generated or collected; and/or
(2) Is unjustified or disproportionate to their social behavior or its gravity.",AAT,Process,"Does the organization prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that lead to the detrimental or unfavorable treatment of certain data subjects, or groups of data subjects, in social contexts that is:
(1) Are unrelated to the contexts in which the data was originally generated or collected; and/or
(2) Is unjustified or disproportionate to their social behavior or its gravity?",9,Protect,Yes,No,No,SCF
AAT-19.5,Risk and Criminal Profiling,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that:
(1) Assess the risk of an individual committing a criminal offence; and
(2) Predicts risk based solely on the profiling of personality traits and characteristics.",AAT,Process,"Does the organization prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that:
(1) Assess the risk of an individual committing a criminal offence; and
(2) Predicts risk based solely on the profiling of personality traits and characteristics?",4,Protect,Yes,No,No,SCF
AAT-19.6,Populating Facial Recognition Databases,"Mechanisms exist to prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that create, or expand, facial recognition databases through scraping facial images from:
(1) The Internet; or 
(2) Closed-Circuit Television (CCTV) footage.",AAT,Process,"Does the organization prohibit the sale, deployment and/or use of Artificial Intelligence (AI) and Autonomous Technologies (AAT) that create, or expand, facial recognition databases through scraping facial images from:
(1) The Internet; or 
(2) Closed-Circuit Television (CCTV) footage?",9,Protect,Yes,No,No,SCF
