scf_control_id,scf_control_name,scf_domain,external_control_id,external_framework,external_framework_version,external_framework_full_name,relationship_type,strength,justification,date_established,notes
CFG-01,Configuration Management Program,Configuration Management,4.2,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-01,Configuration Management Program,Configuration Management,4.1,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-01,Configuration Management Program,Configuration Management,4.1,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-01,Configuration Management Program,Configuration Management,4.1,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.1,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.2,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.3,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.4,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.8,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.10,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,10.3,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,10.4,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,10.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,16.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.1,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.3,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.4,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.5,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.6,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.7,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,10.3,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.1,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.3,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.4,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.5,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.6,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.7,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.8,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.11,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,10.3,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,10.4,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,10.5,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,16.7,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.1,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.3,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.4,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.5,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.6,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.8,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,4.11,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,10.3,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,10.4,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,10.5,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02,System Hardening Through Baseline Configurations ,Configuration Management,16.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.1,Reviews & Updates,Configuration Management,4.1,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.1,Reviews & Updates,Configuration Management,4.1,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.1,Reviews & Updates,Configuration Management,4.2,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.1,Reviews & Updates,Configuration Management,4.1,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.1,Reviews & Updates,Configuration Management,4.2,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.1,Reviews & Updates,Configuration Management,4.1,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.1,Reviews & Updates,Configuration Management,4.2,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.5,"Configure Systems, Components or Services for High-Risk Areas ",Configuration Management,16.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.5,"Configure Systems, Components or Services for High-Risk Areas ",Configuration Management,16.7,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.5,"Configure Systems, Components or Services for High-Risk Areas ",Configuration Management,16.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.8,Respond To Unauthorized Changes ,Configuration Management,2.3,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.8,Respond To Unauthorized Changes ,Configuration Management,2.3,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.8,Respond To Unauthorized Changes ,Configuration Management,2.3,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-02.8,Respond To Unauthorized Changes ,Configuration Management,2.3,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03,Least Functionality,Configuration Management,4,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03,Least Functionality,Configuration Management,4.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03,Least Functionality,Configuration Management,4.8,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03,Least Functionality,Configuration Management,4.8,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03,Least Functionality,Configuration Management,4.8,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.2,Prevent Unauthorized Software Execution,Configuration Management,2.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.3,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.3,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.3,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.5,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.6,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.3,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.5,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.6,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-03.3,Explicitly Allow / Deny Applications,Configuration Management,2.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-04.2,Unsupported Internet Browsers & Email Clients ,Configuration Management,9,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-04.2,Unsupported Internet Browsers & Email Clients ,Configuration Management,9.1,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
CFG-04.2,Unsupported Internet Browsers & Email Clients ,Configuration Management,9.4,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
